chr3	46137008	chr3	46137036	1253205
chr3	46137008	chr3	46136027	16740
chr3	46137008	chr3	46129681	4444
chr3	46137008	chr3	46137936	3919
chr3	46137008	chr3	46124763	3796
chr3	46137008	chr3	46138524	3466
chr3	46137008	chr3	46142342	3390
chr3	46137008	chr3	46139553	2969
chr3	46137008	chr3	46128629	2722
chr3	46137008	chr3	46131716	2639
chr3	46137008	chr3	46136027	2605
chr3	46137008	chr3	46126771	2546
chr3	46137008	chr3	46137036	2372
chr3	46137008	chr3	46133069	2270
chr3	46137008	chr3	46120696	2210
chr3	46137008	chr3	46135314	2013
chr3	46137008	chr3	46144566	1944
chr3	46137008	chr3	46244873	1924
chr3	46137008	chr3	46138290	1904
chr3	46137008	chr3	46123517	1896
chr3	46137008	chr3	46147413	1763
chr3	46137008	chr3	46151893	1721
chr3	46137008	chr3	46307920	1662
chr3	46137008	chr3	46344108	1584
chr3	46137008	chr3	46149040	1548
chr3	46137008	chr3	46152096	1488
chr3	46137008	chr3	46167425	1442
chr3	46137008	chr3	46265146	1409
chr3	46137008	chr3	46124627	1400
chr3	46137008	chr3	46102307	1396
chr3	46137008	chr3	45985128	1343
chr3	46137008	chr3	46148083	1323
chr3	46137008	chr3	46163152	1321
chr3	46137008	chr3	46669806	1312
chr3	46137008	chr3	46235561	1260
chr3	46137008	chr3	46211309	1259
chr3	46137008	chr3	46147683	1258
chr3	46137008	chr3	46414772	1235
chr3	46137008	chr3	46189241	1233
chr3	46137008	chr3	45973228	1225
chr3	46137008	chr3	46249483	1224
chr3	46137008	chr3	46213055	1212
chr3	46137008	chr3	46160702	1155
chr3	46137008	chr3	46394849	1150
chr3	46137008	chr3	46080722	1126
chr3	46137008	chr3	46126206	1119
chr3	46137008	chr3	46255009	1105
chr3	46137008	chr3	45889162	1100
chr3	46137008	chr3	46263961	1096
chr3	46137008	chr3	46162665	1075
chr3	46137008	chr3	46391654	1072
chr3	46137008	chr3	46210258	1072
chr3	46137008	chr3	46142086	1056
chr3	46137008	chr3	46388201	1044
chr3	46137008	chr3	46178751	1042
chr3	46137008	chr3	46302399	1036
chr3	46137008	chr3	46225194	1028
chr3	46137008	chr3	45784853	1028
chr3	46137008	chr3	45972764	1025
chr3	46137008	chr3	46055561	1013
chr3	46137008	chr3	45974741	995
chr3	46137008	chr3	46170847	992
chr3	46137008	chr3	46178971	986
chr3	46137008	chr3	46360344	971
chr3	46137008	chr3	46160223	951
chr3	46137008	chr3	45244021	934
chr3	46137008	chr3	46214409	923
chr3	46137008	chr3	45992309	913
chr3	46137008	chr3	46361955	905
chr3	46137008	chr3	46271155	904
chr3	46137008	chr3	46116330	899
chr3	46137008	chr3	46234826	891
chr3	46137008	chr3	46417174	881
chr3	46137008	chr3	46018215	881
chr3	46137008	chr3	45829983	877
chr3	46137008	chr3	46483140	869
chr3	46137008	chr3	45247981	863
chr3	46137008	chr3	46601037	858
chr3	46137008	chr3	46327422	853
chr3	46137008	chr3	46417729	851
chr3	46137008	chr3	46256608	848
chr3	46137008	chr3	46006000	846
chr3	46137008	chr3	46146298	843
chr3	46137008	chr3	46262416	840
chr3	46137008	chr3	46305840	829
chr3	46137008	chr3	46174100	829
chr3	46137008	chr3	46079409	827
chr3	46137008	chr3	46277646	811
chr3	46137008	chr3	46449955	806
chr3	46137008	chr3	46175285	804
chr3	46137008	chr3	45560003	802
chr3	46137008	chr3	46278833	796
chr3	46137008	chr3	46098990	795
chr3	46137008	chr3	46124443	793
chr3	46137008	chr3	46347569	786
chr3	46137008	chr3	45991800	778
chr3	46137008	chr3	46390921	777
chr3	46137008	chr3	46235186	777
chr3	46137008	chr3	45881454	775
chr3	46137008	chr3	46228761	773
chr3	46137008	chr3	46105307	768
chr3	46137008	chr3	46245948	767
chr3	46137008	chr3	45995288	760
chr3	46137008	chr3	46237061	753
chr3	46137008	chr3	46229388	752
chr3	46137008	chr3	46376781	746
chr3	46137008	chr3	46445193	745
chr3	46137008	chr3	45941545	741
chr3	46137008	chr3	46109853	740
chr3	46137008	chr3	46152956	737
chr3	46137008	chr3	46149379	733
chr3	46137008	chr3	46285284	732
chr3	46137008	chr3	46505040	731
chr3	46137008	chr3	45849020	720
chr3	46137008	chr3	46250721	719
chr3	46137008	chr3	46121641	718
chr3	46137008	chr3	46299833	714
chr3	46137008	chr3	45912573	714
chr3	46137008	chr3	46166640	712
chr3	46137008	chr3	45977330	711
chr3	46137008	chr3	46805200	710
chr3	46137008	chr3	45794225	709
chr3	46137008	chr3	46412074	707
chr3	46137008	chr3	46020167	702
chr3	46137008	chr3	45621930	702
chr3	46137008	chr3	45499269	697
chr3	46137008	chr3	46578286	696
chr3	46137008	chr3	46052142	695
chr3	46137008	chr3	46418836	688
chr3	46137008	chr3	46518513	686
chr3	46137008	chr3	46156439	678
chr3	46137008	chr3	46421845	677
chr3	46137008	chr3	46028097	677
chr3	46137008	chr3	45835031	677
chr3	46137008	chr3	46446908	674
chr3	46137008	chr3	46388451	672
chr3	46137008	chr3	46239055	672
chr3	46137008	chr3	46778282	671
chr3	46137008	chr3	46254453	671
chr3	46137008	chr3	46098271	670
chr3	46137008	chr3	46910681	669
chr3	46137008	chr3	45846139	669
chr3	46137008	chr3	46420258	659
chr3	46137008	chr3	45971369	658
chr3	46137008	chr3	46491836	656
chr3	46137008	chr3	46265352	656
chr3	46137008	chr3	46232903	651
chr3	46137008	chr3	46165995	646
chr3	46137008	chr3	43972655	642
chr3	46137008	chr3	46344804	641
chr3	46137008	chr3	46400228	640
chr3	46137008	chr3	46425823	635
chr3	46137008	chr3	45867445	629
chr3	46137008	chr3	146416910	629
chr3	46137008	chr3	45914990	626
chr3	46137008	chr3	46254848	623
chr3	46137008	chr3	46500560	619
chr3	46137008	chr3	45975789	619
chr3	46137008	chr3	46110963	617
chr3	46137008	chr3	45036968	617
chr3	46137008	chr3	44542627	616
chr3	46137008	chr3	46896022	613
chr3	46137008	chr3	46068511	609
chr3	46137008	chr3	46484270	608
chr3	46137008	chr3	46406007	607
chr3	46137008	chr3	44560603	606
chr3	46137008	chr3	46678953	605
chr3	46137008	chr3	45508539	605
chr3	46137008	chr3	46112526	604
chr3	46137008	chr3	45955246	604
chr3	46137008	chr3	54484273	602
chr3	46137008	chr3	46098598	600
chr3	46137008	chr3	45940939	598
chr3	46137008	chr3	46126492	594
chr3	46137008	chr3	46321275	590
chr3	46137008	chr3	46184701	585
chr3	46137008	chr3	46119503	585
chr3	46137008	chr3	107266247	583
chr3	46137008	chr3	46847352	582
chr3	46137008	chr3	46335123	581
chr3	46137008	chr3	46441656	580
chr3	46137008	chr3	46073798	580
chr3	46137008	chr3	46071643	575
chr3	46137008	chr3	45912986	574
chr3	46137008	chr3	45793754	573
chr3	46137008	chr3	46025008	566
chr3	46137008	chr3	43467206	566
chr3	46137008	chr3	46061090	565
chr3	46137008	chr3	46013450	565
chr3	46137008	chr3	54530414	564
chr3	46137008	chr3	46528722	563
chr3	46137008	chr3	46232427	563
chr3	46137008	chr3	12091365	563
chr3	46137008	chr3	46164827	560
chr3	46137008	chr3	46267988	556
chr3	46137008	chr3	46231468	556
chr3	46137008	chr3	46230920	556
chr3	46137008	chr3	45922465	552
chr3	46137008	chr3	45748906	552
chr3	46137008	chr3	45627228	548
chr3	46137008	chr3	46383716	545
chr3	46137008	chr3	46007659	545
chr3	46137008	chr3	46077375	544
chr3	46137008	chr3	46266709	542
chr3	46137008	chr3	45855444	541
chr3	46137008	chr3	46187083	536
chr3	46137008	chr3	46042076	536
chr3	46137008	chr3	46110455	534
chr3	46137008	chr3	45863588	534
chr3	46137008	chr3	46098598	530
chr3	46137008	chr3	42628352	529
chr3	46137008	chr3	46564746	528
chr3	46137008	chr3	46269442	528
chr3	46137008	chr3	53463803	523
chr3	46137008	chr3	45869745	522
chr3	46137008	chr3	43288050	518
chr3	46137008	chr3	57454492	517
chr3	46137008	chr3	46074897	517
chr3	46137008	chr3	45075012	516
chr3	46137008	chr3	44881799	513
chr3	46137008	chr3	46100931	512
chr3	46137008	chr3	46270212	509
chr3	46137008	chr3	46139553	509
chr3	46137008	chr3	45812231	509
chr3	46137008	chr3	45786166	509
chr3	46137008	chr3	46271155	508
chr3	46137008	chr3	45335829	508
chr3	46137008	chr3	45710964	507
chr3	46137008	chr3	46240957	505
chr3	46137008	chr3	69191125	504
chr3	46137008	chr3	45159617	504
chr3	46137008	chr3	46188353	503
chr3	46137008	chr3	47315446	502
chr3	46137008	chr3	45805873	502
chr3	46137008	chr3	46330892	501
chr3	46137008	chr3	46387235	499
chr3	46137008	chr3	45976409	499
chr3	46137008	chr3	45893858	497
chr3	46137008	chr3	64166878	495
chr3	46137008	chr3	45144835	495
chr3	46137008	chr3	38184894	495
chr3	46137008	chr3	46408386	494
chr3	46137008	chr3	46381995	492
chr3	46137008	chr3	17843196	492
chr3	46137008	chr3	46176741	489
chr3	46137008	chr3	46011932	488
chr3	46137008	chr3	43933357	487
chr3	46137008	chr3	46042442	486
chr3	46137008	chr3	45376715	486
chr3	46137008	chr3	2794953	486
chr3	46137008	chr3	45705879	485
chr3	46137008	chr3	23238443	485
chr3	46137008	chr3	9185400	484
chr3	46137008	chr3	46259102	484
chr3	46137008	chr3	45969918	483
chr3	46137008	chr3	47678327	482
chr3	46137008	chr3	46419569	482
chr3	46137008	chr3	45814360	482
chr3	46137008	chr3	43291120	481
chr3	46137008	chr3	46227637	480
chr3	46137008	chr3	46581712	479
chr3	46137008	chr3	46099350	479
chr3	46137008	chr3	43285722	479
chr3	46137008	chr3	64122246	478
chr3	46137008	chr3	46029983	478
chr3	46137008	chr3	44607149	478
chr3	46137008	chr3	37224900	477
chr3	46137008	chr3	46920749	476
chr3	46137008	chr3	46267400	476
